"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring 's-Hertogenbosch"
"Nummer";;"HSB18"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Asten";"Best";"Boekel";"Boxtel";"Deurne";"Eersel";"Eindhoven";"Helmond";"'s-Hertogenbosch";"Heusden";"Nuenen, Gerwen en Nederwetten";"Oirschot";"Oss";"Sint-Michielsgestel";"Someren";"Son en Breugel";"Valkenswaard";"Veldhoven";"Vught";"Waalre";"Gemert-Bakel";"Heeze-Leende";"Laarbeek";"Reusel-De Mierden";"Cranendonck";"Bernheze";"Bergeijk";"Bladel";"Geldrop-Mierlo";"Meierijstad";"Land van Cuijk";"Maashorst"
;;"16";"Bresser, A.C.";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"3";"1"
;;"17";"Abendroth, A.M.";"5";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Darvish-Zadeh, P.";"18";"0";"0";"0";"0";"1";"3";"3";"3";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0"
;;"19";"Schrama, D.D.";"5";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Werner-Wafelman, L.S.";"4";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"21";"Plesa, B.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Bouma, E.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"23";"Bethlehem, C.";"7";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"1";"0";"0"
;;"24";"Dekkers, S.A.P.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"25";"van Nes, T.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"26";"Linnenbank, A.C.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"Braun, P.W.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Doting, R.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Teders, N.B.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"30";"Bakkers, T.F.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"van Gelderen, J.J.";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"baron van Till, J.W.J.";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"33";"van Breemen, W.";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0"
;;"34";"Blaak, M.G.M.H.";"7";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"18";"BVNL / Groep Van Haga";;;"4218";"63";"90";"51";"69";"153";"55";"494";"204";"412";"142";"74";"70";"244";"87";"65";"47";"124";"151";"72";"51";"97";"54";"68";"55";"93";"112";"74";"65";"111";"269";"324";"178"
;;"1";"van Haga, W.R.";"3025";"45";"65";"28";"49";"94";"30";"395";"153";"285";"100";"55";"48";"175";"62";"43";"36";"86";"118";"49";"36";"70";"33";"46";"31";"71";"88";"57";"42";"84";"200";"220";"131"
;;"2";"Krol, H.C.M.";"140";"0";"7";"1";"5";"5";"4";"15";"5";"21";"11";"2";"1";"8";"3";"1";"2";"7";"5";"2";"1";"1";"1";"4";"3";"5";"1";"3";"1";"1";"6";"3";"5"
;;"3";"van Keimpema, J.S.";"343";"4";"5";"5";"3";"24";"12";"17";"12";"21";"10";"6";"13";"19";"4";"11";"2";"8";"10";"4";"3";"7";"10";"4";"10";"6";"9";"5";"9";"4";"17";"50";"19"
;;"4";"Dercksen, R.G.J.";"8";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"2"
;;"5";"Koopmans - van der Veen, W.J.";"44";"0";"0";"1";"1";"0";"0";"6";"5";"6";"1";"0";"0";"0";"2";"0";"0";"3";"4";"2";"0";"2";"1";"0";"1";"0";"1";"0";"0";"1";"2";"1";"4"
;;"6";"van Aalst, R.R.";"9";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0"
;;"7";"Emons, I.M.A.";"54";"2";"0";"2";"0";"5";"0";"2";"4";"3";"2";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1";"3";"1";"2";"0";"0";"2";"1";"2";"2";"5";"10";"2"
;;"8";"Shahbazi Fishtali, S.";"25";"0";"0";"0";"0";"0";"0";"6";"0";"10";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"3";"1"
;;"9";"de Kok, A.";"7";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"10";"van Tellingen, H.P.";"14";"0";"2";"1";"0";"1";"0";"1";"1";"1";"0";"0";"1";"2";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"11";"van der Velden, P.";"5";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0"
;;"12";"Ramautarsing, Y.J.S.";"10";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"2";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"13";"Bosscher, C.J.";"14";"0";"1";"0";"0";"0";"1";"3";"0";"4";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0"
;;"14";"Wijnschenk, H.H.R.";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Hulleman, S.P.X.";"144";"3";"0";"2";"4";"4";"4";"12";"6";"22";"6";"4";"0";"10";"1";"2";"1";"2";"1";"3";"3";"4";"5";"3";"2";"0";"2";"3";"2";"5";"14";"11";"3"
;;"16";"Schuiling, A.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"van der Veen, T.A.";"5";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"18";"Schilder, P.C.J.";"8";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0"
;;"19";"Vogelzang, S.J.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0"
;;"20";"Pestman, R.J.E.";"5";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"1";"0"
;;"21";"Vulders, S.";"103";"0";"6";"0";"5";"0";"0";"9";"2";"14";"0";"0";"6";"8";"7";"3";"2";"6";"2";"7";"1";"1";"0";"2";"3";"0";"1";"2";"3";"3";"6";"1";"3"
;;"22";"van der Wiele, D.";"6";"0";"0";"0";"0";"1";"0";"1";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"23";"Brunke, R.L.";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"24";"Gorter-de Vos, M.";"6";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0"
;;"25";"van Dalen, E.H.";"13";"0";"0";"1";"0";"0";"0";"1";"0";"2";"1";"0";"0";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"26";"Wiersma, K.J.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"van Kassel, P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Wymenga-Kooistra, G.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Jonk, S.J.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Zuidema, C.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"van der Meeren, C.J.R.F.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"Mensing, C.M.";"3";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"Durlacher, F.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"34";"Dienjes, C.S.";"11";"0";"0";"0";"0";"0";"0";"1";"0";"2";"0";"0";"1";"1";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0"
;;"35";"de Bekker, M.A.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"36";"Laarhoven, E.L.O.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Eradus, R.F.E.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"38";"Westhoff, R.J.H.";"4";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"39";"Beverloo, M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"40";"van Buuren, M.J.";"3";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0"
;;"41";"Overeem, A.C.";"52";"3";"3";"0";"0";"2";"0";"8";"3";"8";"1";"0";"0";"5";"2";"0";"0";"1";"1";"0";"1";"2";"0";"0";"1";"0";"3";"0";"2";"2";"0";"1";"3"
;;"42";"Thiessens, F.B.M.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"43";"Brouwer, A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"44";"Manders, T.T.A.J.";"34";"2";"0";"0";"0";"0";"0";"2";"2";"1";"0";"0";"0";"2";"0";"2";"1";"4";"0";"0";"0";"1";"1";"1";"1";"5";"0";"1";"0";"5";"1";"1";"1"
;;"45";"Filippini, L.T.C.";"7";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"1";"0";"0"
;;"46";"Verweij, D.W.";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"47";"Elens, R.B.";"46";"2";"0";"3";"0";"13";"1";"8";"2";"1";"0";"0";"0";"1";"0";"0";"1";"2";"0";"1";"1";"2";"0";"1";"0";"2";"0";"0";"0";"1";"0";"4";"0"
;;"48";"Rolloos, M.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"49";"Talsma, J.";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"50";"Smolders, H.A.J.";"50";"0";"1";"4";"2";"1";"1";"3";"2";"2";"2";"2";"0";"1";"0";"0";"1";"2";"2";"2";"1";"3";"0";"2";"3";"1";"0";"0";"2";"1";"5";"3";"1"
"19";"Nieuw Sociaal Contract";;;"114442";"1632";"2685";"936";"2793";"2976";"1864";"13639";"6285";"10442";"3760";"2309";"1723";"6567";"2550";"1790";"1600";"3010";"4099";"2377";"1441";"2568";"1547";"2056";"1131";"1893";"2671";"1831";"2032";"3525";"7059";"8806";"4845"
;;"1";"Omtzigt, P.H.";"104461";"1500";"2427";"883";"2582";"2717";"1725";"11944";"5643";"9452";"3479";"2065";"1576";"6076";"2372";"1648";"1450";"2772";"3728";"2172";"1297";"2354";"1409";"1898";"1072";"1780";"2471";"1698";"1895";"3175";"6524";"8197";"4480"
;;"2";"van Vroonhoven-Kok, J.N.";"3148";"46";"82";"17";"75";"71";"38";"378";"142";"373";"109";"79";"46";"209";"67";"44";"48";"75";"102";"83";"39";"64";"34";"44";"17";"29";"68";"40";"39";"82";"197";"257";"154"
;;"3";"Uitermark, J.J.M.";"701";"9";"8";"7";"18";"13";"8";"101";"23";"92";"22";"11";"6";"40";"7";"11";"9";"27";"19";"14";"7";"23";"8";"9";"7";"11";"16";"5";"11";"24";"40";"58";"37"
;;"4";"Veldkamp, C.C.J.";"195";"1";"2";"3";"4";"4";"6";"38";"11";"19";"1";"10";"3";"15";"4";"3";"1";"0";"8";"6";"1";"5";"3";"3";"0";"1";"4";"1";"4";"9";"6";"11";"8"
;;"5";"Palmen-Schlangen, S.T.P.H.";"485";"3";"21";"2";"6";"9";"4";"92";"16";"71";"26";"11";"5";"25";"10";"7";"4";"11";"21";"9";"9";"8";"2";"7";"2";"6";"7";"7";"0";"11";"20";"40";"13"
;;"6";"van Hijum, Y.J.";"63";"3";"1";"0";"5";"2";"0";"12";"2";"4";"2";"0";"1";"5";"2";"1";"1";"2";"3";"2";"0";"0";"1";"0";"1";"1";"0";"0";"0";"2";"5";"2";"3"
;;"7";"Soepboer, A.J.";"218";"3";"5";"0";"1";"4";"4";"42";"12";"22";"5";"3";"3";"19";"6";"2";"3";"4";"7";"5";"0";"3";"2";"5";"2";"1";"7";"3";"2";"11";"10";"12";"10"
;;"8";"Joseph, A.S.";"115";"3";"1";"1";"6";"2";"1";"13";"5";"26";"5";"5";"2";"5";"0";"2";"1";"3";"2";"1";"1";"2";"2";"1";"0";"1";"3";"0";"1";"4";"3";"10";"3"
;;"9";"Six Dijkstra, J.P.S.";"118";"2";"0";"2";"7";"4";"2";"25";"3";"14";"5";"1";"0";"5";"4";"1";"0";"4";"4";"7";"2";"4";"1";"2";"1";"1";"1";"1";"1";"3";"6";"4";"1"
;;"10";"Welzijn, R.M.";"135";"0";"4";"2";"2";"4";"0";"28";"6";"20";"7";"4";"1";"10";"2";"1";"1";"3";"8";"4";"1";"3";"2";"2";"0";"3";"4";"0";"3";"2";"3";"4";"1"
;;"11";"Postma, W.L.";"55";"0";"0";"0";"1";"1";"1";"6";"1";"9";"1";"1";"5";"4";"0";"1";"1";"0";"1";"2";"2";"0";"0";"0";"1";"0";"2";"3";"0";"2";"5";"4";"1"
;;"12";"Zeedijk-Raeven, F.A.";"2977";"39";"101";"9";"55";"68";"66";"738";"116";"167";"59";"91";"58";"80";"44";"50";"60";"79";"167";"32";"60";"52";"57";"42";"23";"47";"44";"55";"59";"152";"153";"78";"76"
;;"13";"Idsinga, F.L.";"17";"0";"1";"0";"0";"0";"0";"3";"0";"2";"0";"0";"0";"1";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"3";"2";"0"
;;"14";"Jansen, D.E.M.C.";"78";"2";"2";"0";"2";"2";"0";"13";"1";"9";"2";"0";"1";"2";"3";"1";"1";"0";"4";"1";"0";"1";"0";"1";"1";"1";"4";"1";"0";"4";"1";"12";"6"
;;"15";"van Oostenbruggen, T.";"18";"0";"1";"0";"1";"0";"1";"1";"0";"2";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"5";"0";"2";"1";"0";"0";"0"
;;"16";"Kahraman, I.";"32";"0";"0";"0";"1";"0";"0";"10";"4";"4";"0";"0";"0";"2";"1";"0";"2";"0";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"2";"0"
;;"17";"Hertzberger, R.Y.";"234";"2";"5";"1";"5";"4";"1";"34";"10";"29";"5";"8";"2";"11";"7";"1";"5";"7";"4";"13";"8";"8";"8";"5";"1";"0";"3";"5";"3";"5";"16";"10";"8"
;;"18";"Bruyning, F.H.";"55";"0";"1";"0";"0";"0";"0";"13";"5";"8";"0";"1";"1";"3";"1";"0";"1";"0";"3";"1";"0";"0";"0";"2";"0";"1";"2";"2";"0";"1";"3";"4";"2"
;;"19";"van Dijk, O.C.";"27";"1";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"1";"2";"2";"0";"0";"0";"0";"1";"0";"0";"1";"5";"2";"3"
;;"20";"Holman, H.";"21";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"2";"0";"0";"3";"0";"1";"2";"0";"5";"2"
;;"21";"Boomsma, D.T.";"47";"1";"1";"0";"1";"0";"0";"11";"0";"5";"1";"0";"1";"2";"1";"0";"1";"0";"2";"6";"4";"0";"0";"1";"0";"0";"2";"0";"0";"0";"2";"0";"5"
;;"22";"Heite, A.";"63";"1";"2";"1";"1";"1";"0";"10";"3";"14";"1";"0";"0";"8";"0";"0";"0";"0";"1";"0";"0";"2";"2";"0";"0";"1";"1";"3";"0";"1";"2";"8";"0"
;;"23";"Saris, I.G.";"104";"1";"3";"1";"1";"0";"0";"15";"7";"17";"4";"1";"0";"8";"3";"1";"0";"4";"0";"4";"0";"0";"3";"1";"0";"0";"5";"0";"0";"1";"6";"10";"8"
;;"24";"Wingelaar, N.T.P.";"52";"1";"1";"1";"2";"0";"1";"11";"0";"7";"3";"1";"0";"2";"0";"2";"1";"2";"0";"0";"1";"1";"0";"0";"0";"0";"2";"2";"0";"0";"0";"9";"2"
;;"25";"Koops, W.J.";"8";"0";"0";"0";"0";"0";"0";"1";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0"
;;"26";"Achahbar, N.";"52";"0";"0";"1";"0";"3";"1";"10";"4";"3";"2";"2";"0";"1";"0";"0";"0";"1";"2";"2";"0";"1";"0";"1";"0";"4";"0";"0";"0";"1";"5";"4";"4"
;;"27";"van Waveren, A.";"8";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0"
;;"28";"de Korte-Verhoef, M.C.";"31";"2";"1";"0";"1";"0";"1";"6";"0";"5";"0";"0";"2";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"2";"0";"0";"1";"0";"1";"1";"0";"4";"1"
;;"29";"Boelhouwer, N.P.";"29";"0";"1";"0";"2";"2";"0";"6";"0";"8";"0";"0";"0";"3";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"1"
;;"30";"Schouten, M.A.C.";"10";"0";"0";"0";"1";"0";"0";"1";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"3"
;;"31";"Kouwenhoven, A.J.";"3";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"32";"Verouden, V.C.H.M.";"21";"0";"2";"0";"0";"0";"1";"2";"2";"1";"1";"2";"3";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0"
;;"33";"Heine, J.A.H.";"8";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0"
;;"34";"Pouwelse, S.F.W.";"13";"0";"0";"0";"0";"0";"0";"5";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"35";"de Leeuw-Jongejans, M.M.";"634";"11";"7";"4";"4";"48";"2";"32";"259";"18";"7";"10";"4";"14";"10";"13";"1";"5";"4";"5";"5";"33";"11";"20";"1";"1";"10";"1";"5";"21";"29";"33";"6"
;;"36";"Hartog, I.C.";"13";"0";"0";"0";"0";"0";"0";"2";"0";"1";"1";"0";"0";"0";"0";"1";"0";"1";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"1"
;;"37";"van Bruchem, R.H.J.";"15";"0";"0";"0";"0";"1";"0";"1";"0";"6";"1";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0"
;;"38";"van de Ven, M.A.A.";"6";"0";"0";"0";"0";"0";"0";"0";"1";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"39";"de Neijs, E.D.E.";"35";"0";"0";"1";"0";"1";"0";"5";"1";"6";"4";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"2";"0";"0";"3";"4";"2"
;;"40";"Hassoo, W.";"37";"0";"0";"0";"2";"4";"0";"10";"0";"5";"0";"0";"0";"1";"1";"0";"0";"5";"0";"1";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"2";"3";"0"
;;"41";"Graafland-van Duijn, M.A.";"50";"0";"1";"0";"3";"4";"0";"6";"6";"7";"1";"1";"2";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"3";"0";"2";"6";"2"
;;"42";"den Hartogh, A.";"5";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"43";"Wessels, R.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0"
;;"44";"Geleijnse, S.";"42";"1";"2";"0";"1";"2";"0";"11";"1";"5";"1";"1";"1";"2";"0";"0";"1";"0";"0";"1";"2";"0";"0";"1";"0";"0";"0";"0";"0";"2";"3";"2";"2"
