"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring Arnhem"
"Nummer";;"HSB7"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Aalten";"Apeldoorn";"Arnhem";"Barneveld";"Brummen";"Doesburg";"Doetinchem";"Duiven";"Ede";"Elburg";"Epe";"Ermelo";"Harderwijk";"Hattem";"Heerde";"Lochem";"Nijkerk";"Oldebroek";"Putten";"Renkum";"Rheden";"Rozendaal";"Scherpenzeel";"Voorst";"Wageningen";"Westervoort";"Winterswijk";"Zevenaar";"Zutphen";"Nunspeet";"Oude IJsselstreek";"Oost Gelre";"Lingewaard";"Overbetuwe";"Berkelland";"Bronckhorst";"Montferland"
;;"4";"Veldkamp, C.C.J.";"254";"7";"29";"17";"8";"3";"2";"11";"2";"18";"2";"9";"10";"4";"7";"2";"3";"5";"3";"1";"2";"14";"0";"0";"6";"5";"4";"6";"5";"10";"7";"7";"9";"7";"11";"6";"3";"9"
;;"5";"Palmen-Schlangen, S.T.P.H.";"861";"10";"140";"71";"35";"13";"7";"20";"15";"92";"15";"22";"15";"31";"8";"10";"14";"19";"9";"7";"33";"28";"1";"13";"10";"23";"4";"7";"24";"21";"12";"14";"14";"28";"35";"13";"15";"13"
;;"6";"van Hijum, Y.J.";"269";"6";"42";"14";"2";"4";"0";"10";"1";"7";"5";"12";"3";"8";"16";"13";"12";"4";"11";"5";"6";"9";"0";"0";"12";"5";"2";"5";"1";"21";"7";"2";"4";"2";"3";"3";"7";"5"
;;"7";"Soepboer, A.J.";"320";"11";"33";"36";"8";"6";"3";"11";"4";"33";"1";"2";"9";"16";"4";"4";"6";"8";"3";"6";"4";"14";"2";"1";"4";"16";"2";"3";"8";"5";"6";"10";"3";"15";"9";"7";"3";"4"
;;"8";"Joseph, A.S.";"243";"0";"38";"29";"12";"0";"6";"5";"7";"13";"2";"3";"3";"14";"1";"2";"8";"14";"5";"10";"6";"7";"1";"0";"3";"1";"2";"3";"6";"12";"4";"2";"2";"4";"10";"1";"5";"2"
;;"9";"Six Dijkstra, J.P.S.";"114";"0";"8";"15";"2";"3";"0";"3";"2";"14";"1";"3";"2";"3";"2";"1";"0";"5";"4";"5";"3";"4";"0";"0";"1";"5";"1";"1";"2";"7";"3";"2";"2";"1";"5";"2";"1";"1"
;;"10";"Welzijn, R.M.";"150";"0";"21";"21";"3";"0";"0";"4";"3";"14";"0";"3";"4";"7";"1";"2";"2";"5";"3";"2";"6";"2";"0";"0";"3";"9";"3";"4";"0";"2";"2";"3";"4";"7";"2";"4";"3";"1"
;;"11";"Postma, W.L.";"71";"1";"7";"11";"2";"0";"0";"7";"2";"7";"2";"2";"2";"1";"0";"3";"2";"0";"2";"0";"0";"3";"0";"0";"0";"5";"1";"0";"1";"4";"0";"1";"0";"0";"1";"1";"3";"0"
;;"12";"Zeedijk-Raeven, F.A.";"111";"4";"22";"8";"5";"2";"1";"3";"3";"9";"1";"0";"2";"3";"0";"2";"3";"4";"0";"1";"4";"4";"0";"0";"2";"8";"1";"2";"1";"4";"0";"1";"1";"4";"3";"2";"1";"0"
;;"13";"Idsinga, F.L.";"19";"0";"4";"1";"0";"0";"0";"0";"1";"2";"0";"0";"1";"0";"0";"0";"1";"0";"2";"1";"2";"0";"0";"0";"1";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Jansen, D.E.M.C.";"151";"2";"19";"18";"5";"3";"2";"3";"0";"16";"5";"2";"5";"9";"5";"1";"2";"4";"4";"1";"2";"5";"0";"2";"0";"3";"2";"1";"3";"3";"3";"5";"4";"4";"3";"3";"0";"2"
;;"15";"van Oostenbruggen, T.";"32";"1";"6";"3";"1";"0";"0";"3";"1";"2";"0";"0";"1";"0";"0";"0";"0";"4";"0";"0";"1";"1";"0";"0";"0";"1";"1";"0";"2";"2";"0";"2";"0";"0";"0";"0";"0";"0"
;;"16";"Kahraman, I.";"136";"1";"15";"16";"6";"5";"1";"2";"2";"6";"2";"5";"2";"4";"1";"3";"10";"4";"0";"1";"1";"2";"0";"0";"7";"2";"0";"7";"2";"7";"2";"1";"3";"1";"1";"7";"3";"4"
;;"17";"Hertzberger, R.Y.";"365";"2";"49";"44";"14";"4";"3";"9";"5";"32";"2";"9";"6";"10";"1";"4";"14";"12";"1";"2";"12";"18";"0";"0";"7";"24";"1";"2";"10";"17";"5";"8";"3";"1";"10";"7";"9";"8"
;;"18";"Bruyning, F.H.";"90";"1";"8";"13";"6";"1";"0";"1";"3";"8";"0";"1";"4";"3";"0";"2";"1";"1";"2";"1";"1";"2";"0";"1";"2";"4";"2";"2";"2";"5";"1";"3";"1";"1";"2";"1";"3";"1"
;;"19";"van Dijk, O.C.";"133";"0";"11";"9";"12";"2";"0";"1";"2";"5";"0";"1";"6";"7";"0";"0";"0";"25";"2";"38";"0";"1";"0";"1";"1";"0";"1";"0";"0";"0";"1";"2";"0";"0";"1";"0";"0";"4"
;;"20";"Holman, H.";"48";"1";"4";"4";"0";"1";"0";"1";"0";"2";"0";"0";"0";"0";"1";"2";"1";"2";"1";"0";"1";"2";"0";"1";"1";"2";"0";"2";"0";"2";"1";"3";"2";"1";"1";"2";"6";"1"
;;"21";"Boomsma, D.T.";"56";"0";"9";"7";"7";"1";"0";"1";"0";"8";"0";"1";"0";"1";"0";"0";"1";"5";"0";"3";"1";"5";"0";"0";"0";"1";"1";"0";"0";"2";"1";"0";"0";"1";"0";"0";"0";"0"
;;"22";"Heite, A.";"164";"19";"29";"13";"6";"1";"0";"5";"1";"7";"3";"1";"3";"10";"2";"1";"1";"4";"4";"4";"2";"5";"1";"0";"1";"12";"0";"1";"5";"3";"4";"4";"0";"3";"0";"5";"3";"1"
;;"23";"Saris, I.G.";"4368";"370";"50";"56";"8";"19";"9";"334";"30";"28";"4";"6";"5";"7";"1";"0";"37";"6";"6";"2";"7";"29";"0";"1";"9";"9";"12";"1530";"61";"56";"1";"318";"545";"20";"15";"394";"242";"141"
;;"24";"Wingelaar, N.T.P.";"56";"0";"4";"6";"5";"2";"0";"4";"2";"3";"2";"4";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"5";"0";"1";"1";"1";"0";"0";"1";"2";"2";"1";"5";"2"
;;"25";"Koops, W.J.";"15";"0";"1";"2";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"1";"0";"0";"2";"1";"0"
;;"26";"Achahbar, N.";"89";"1";"11";"17";"3";"0";"1";"1";"0";"7";"0";"2";"4";"2";"1";"2";"1";"2";"1";"0";"0";"2";"0";"1";"2";"3";"0";"2";"3";"4";"2";"2";"0";"4";"2";"2";"3";"1"
;;"27";"van Waveren, A.";"14";"0";"1";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"2";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0"
;;"28";"de Korte-Verhoef, M.C.";"44";"0";"8";"2";"5";"1";"0";"2";"0";"3";"3";"1";"1";"2";"0";"1";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"1";"0";"1";"2";"2";"1";"2"
;;"29";"Boelhouwer, N.P.";"50";"2";"4";"3";"2";"2";"1";"0";"1";"3";"1";"0";"1";"4";"0";"1";"0";"1";"1";"2";"1";"4";"0";"1";"3";"2";"0";"1";"0";"3";"0";"0";"0";"2";"2";"1";"1";"0"
;;"30";"Schouten, M.A.C.";"29";"0";"2";"5";"3";"0";"0";"1";"1";"6";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"0";"1";"1";"0";"0";"0";"0";"5";"0";"0";"0"
;;"31";"Kouwenhoven, A.J.";"8";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0"
;;"32";"Verouden, V.C.H.M.";"4";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"33";"Heine, J.A.H.";"20";"0";"4";"3";"2";"1";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1"
;;"34";"Pouwelse, S.F.W.";"9";"0";"2";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0"
;;"35";"de Leeuw-Jongejans, M.M.";"27";"0";"4";"3";"2";"0";"1";"0";"0";"3";"2";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"3";"1";"2";"0";"1";"1";"0";"0";"0"
;;"36";"Hartog, I.C.";"34";"1";"2";"5";"1";"0";"0";"2";"0";"4";"3";"0";"0";"0";"1";"0";"0";"3";"3";"0";"1";"0";"0";"0";"1";"0";"0";"0";"5";"1";"1";"0";"0";"0";"0";"0";"0";"0"
;;"37";"van Bruchem, R.H.J.";"35";"0";"1";"2";"3";"0";"0";"0";"1";"4";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"2";"15";"0";"0";"0"
;;"38";"van de Ven, M.A.A.";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"39";"de Neijs, E.D.E.";"68";"0";"10";"7";"2";"2";"0";"8";"1";"10";"0";"2";"2";"3";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"3";"0";"2";"2";"2";"1";"0";"1";"4";"2";"0";"1";"0"
;;"40";"Hassoo, W.";"131";"0";"7";"21";"0";"0";"0";"6";"3";"4";"0";"1";"1";"0";"0";"0";"0";"2";"1";"6";"5";"25";"1";"0";"6";"1";"1";"5";"3";"5";"0";"3";"9";"3";"3";"5";"0";"4"
;;"41";"Graafland-van Duijn, M.A.";"66";"1";"7";"10";"2";"1";"0";"0";"3";"6";"2";"2";"3";"0";"2";"1";"2";"2";"1";"0";"2";"1";"0";"0";"2";"0";"0";"2";"0";"1";"1";"1";"1";"3";"1";"1";"3";"2"
;;"42";"den Hartogh, A.";"25";"2";"4";"0";"1";"1";"0";"0";"1";"1";"1";"0";"0";"2";"0";"0";"1";"2";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"3";"0";"0"
;;"43";"Wessels, R.";"13";"0";"1";"3";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"2";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0"
;;"44";"Geleijnse, S.";"43";"0";"6";"7";"1";"0";"1";"0";"2";"4";"1";"0";"0";"1";"1";"1";"2";"1";"0";"1";"3";"3";"0";"0";"1";"0";"0";"0";"1";"2";"1";"1";"0";"0";"0";"0";"2";"0"
"20";"Splinter";;;"1038";"18";"124";"140";"24";"14";"8";"33";"19";"57";"11";"17";"22";"37";"5";"8";"23";"18";"3";"12";"45";"32";"1";"5";"10";"40";"11";"20";"47";"36";"14";"18";"19";"36";"40";"28";"25";"18"
;;"1";"van Kooten-Arissen, F.M.";"751";"11";"87";"109";"19";"10";"7";"23";"13";"35";"7";"14";"16";"24";"3";"5";"23";"15";"2";"6";"24";"25";"1";"2";"7";"31";"11";"16";"30";"24";"14";"14";"14";"29";"28";"22";"16";"14"
;;"2";"Ipenburg, N.";"79";"1";"12";"12";"2";"0";"0";"2";"1";"5";"0";"0";"1";"7";"0";"0";"0";"1";"1";"1";"3";"0";"0";"3";"1";"3";"0";"3";"5";"0";"0";"0";"3";"4";"3";"1";"2";"2"
;;"3";"Bogers, T.J.";"8";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0"
;;"4";"Vos, J.";"11";"0";"1";"0";"0";"0";"0";"2";"0";"3";"2";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"5";"Jansma, D.M.";"19";"0";"4";"3";"1";"0";"0";"0";"0";"7";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"6";"Mu'ayyed Mir-Damádi, N.";"14";"0";"1";"4";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0"
;;"7";"Rasenberg, N.E.";"17";"0";"1";"3";"0";"1";"0";"0";"0";"0";"0";"0";"3";"1";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0"
;;"8";"Janssen, P.G.";"23";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0"
;;"9";"van der Weide, Y.";"8";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0"
;;"10";"Wehnes, E.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"de Backer, R.E.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"12";"Hoedeman, A.D.J.";"3";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"13";"Rechards, B.P.";"4";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Weyers, J.A.W.P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"van Dam, G.A.J.";"12";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"16";"Abrahams, J.M.";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Kuin, D.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"18";"Gerritsen, M.C.G.";"3";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Leijendekkers, L.S.";"6";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0"
;;"20";"de Ruiter, T.K.";"27";"3";"4";"2";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"1";"0";"0";"0";"1";"2";"0"
;;"21";"Pijnenburg, G.A.J.";"26";"1";"1";"2";"1";"0";"1";"3";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"5";"0";"0";"1";"1";"1";"1";"1";"0";"1"
;;"22";"Schot, M.";"4";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1"
;;"23";"Ezendam, N.";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"24";"Peeters, L.M.";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"25";"de Groot, D.S.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"26";"van den Heuvel-Łuczycki, M.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"Bruijstens, P.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Keizer, M.B.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Gol, T.M.L.";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"de Koning, T.";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"Keyser, I.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"21";"LP (Libertaire Partij)";;;"328";"1";"27";"56";"8";"7";"3";"13";"7";"28";"2";"4";"3";"5";"2";"4";"11";"7";"4";"4";"10";"10";"1";"1";"6";"13";"6";"6";"8";"19";"3";"7";"1";"11";"8";"12";"8";"2"
;;"1";"van Lamoen, T.J.";"237";"1";"18";"39";"7";"5";"3";"12";"5";"26";"0";"4";"2";"3";"2";"2";"9";"6";"4";"2";"5";"8";"1";"1";"5";"7";"2";"4";"5";"14";"1";"4";"0";"9";"6";"7";"7";"1"
;;"2";"Burggraaf, B.W.";"8";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0"
;;"3";"Verhagen, P.H.";"3";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"4";"Zijlstra, J.";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"5";"Meijer, T.D.J.";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"6";"Huijs, T.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"7";"Pailer, S.";"23";"0";"1";"6";"1";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"2";"0";"1";"1";"2";"0";"0";"0";"2";"0";"1"
;;"8";"Loman, W.P.J.A.";"19";"0";"1";"5";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"1";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"1";"1";"1";"0"
;;"9";"van den Brink, G.D.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Backhuijs, W.Q.";"4";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"11";"Koopmans, S.F.P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"12";"Wassenaar, K.J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"13";"Noortman, M.";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Visser, P.R.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Mens, R.W.";"5";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Brokke, M.A.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Kleinsmit, H.T.J.";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Hartkamp, P.L.";"5";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0"
;;"19";"Vermeulen, E.";"8";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0"
"22";"LEF - Voor de Nieuwe Generatie";;;"409";"11";"35";"70";"9";"4";"2";"10";"4";"29";"2";"4";"11";"8";"1";"7";"11";"8";"0";"4";"10";"22";"0";"0";"5";"21";"4";"9";"10";"32";"4";"7";"11";"10";"10";"10";"6";"8"
;;"1";"van Duijn, D.C.";"161";"6";"16";"23";"3";"4";"0";"3";"2";"13";"1";"1";"5";"2";"0";"4";"7";"3";"0";"1";"5";"11";"0";"0";"4";"10";"1";"3";"5";"7";"1";"3";"2";"2";"3";"6";"1";"3"
;;"2";"Zantman, N.M.";"107";"1";"8";"25";"4";"0";"1";"1";"0";"9";"1";"1";"4";"1";"0";"2";"3";"3";"0";"0";"1";"4";"0";"0";"0";"3";"1";"2";"2";"12";"2";"2";"3";"2";"3";"2";"2";"2"
;;"3";"Neijts, Z.V.";"25";"1";"3";"7";"0";"0";"0";"0";"0";"0";"0";"0";"2";"3";"0";"0";"0";"1";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"1";"1";"0";"0";"0";"0"
;;"4";"Wijnker, M.I.";"23";"0";"0";"3";"1";"0";"1";"0";"0";"4";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"2";"0";"0";"0";"3";"0";"0";"0";"2";"0";"0";"1";"2";"0";"1";"0";"0"
;;"5";"Bloem, J.F.";"7";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"1";"1"
;;"6";"van Westerlaak, R.M.G.";"3";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"7";"van Diest, Y.A.";"5";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"8";"Kherrazi, W.";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
